Total trades,Total Winning Trades,Total Losing Trades,Starting Balance,Finishing Balance,Win Rate,Ratio Avg Win/Loss,Longs Count,Longs Percentage,Shorts Percentage,Shorts Count,Fee,Net Profit,Net Profit Percentage,Average Win,Average Loss,Expectancy,Expectancy Percentage,Expected Net Profit Every 100 Trades,Avg Holding Time (sec),Avg Holding Time,Avg Winning Holding Time (sec),Avg Winning Holding Time,Avg Losing Holding Time (sec),Avg Losing Holding Time,Gross Profit,Gross Loss,Max Drawdown,Annual Return,Sharpe Ratio,Calmar Ratio,Sortino Ratio,Omega Ratio,Serenity Index,Smart Sharpe,Smart Sortino,Total Open Trades,Open PL,Winning Streak,Losing Streak,Largest Losing Trade,Largest Winning Trade,Current Streak,Hyperparameters
33,10,23,10000.0,8699.31,0.3,2.01,33,100.0,0.0,0,534.48,-1300.69,-13.01,913.1,453.55,-39.41,-0.39,-39.41,161347.27272727274,44h 49m 7.27s,247524.0,68h 45m 24.00s,123879.13043478261,34h 24m 39.13s,9131.02,-10431.72,-40.04,-28.6,-0.29,-0.71,-0.46,0.95,-0.09,-0.26,-0.41,1,601.84,2,7,-531.24,1917.23,1,"""xparam: 72, take_profit: 1.2, stop_loss: 0.96, rsi: 6"""
39,7,32,10000.0,8232.64,0.18,3.39,39,100.0,0.0,0,577.73,-1767.36,-17.67,722.17,213.2,-45.32,-0.45,-45.32,88324.61538461539,24h 32m 4.62s,209828.57142857142,58h 17m 8.57s,61745.625,17h 9m 5.62s,5055.18,-6822.55,-26.2,-37.51,-0.79,-1.43,-1.24,0.86,-0.22,-0.76,-1.2,0,0,2,10,-238.18,1029.29,-10,"""xparam: 72, take_profit: 1.2, stop_loss: 0.98, rsi: 6"""
29,6,23,10000.0,6988.87,0.21,2.48,29,100.0,0.0,0,383.26,-3011.13,-30.11,922.93,371.68,-103.83,-1.04,-103.83,204608.27586206896,56h 50m 8.28s,470140.0,130h 35m 40.00s,135339.13043478262,37h 35m 39.13s,5537.57,-8548.7,-40.46,-57.94,-1.15,-1.43,-1.72,0.82,-0.19,-1.11,-1.66,1,483.02,2,7,-434.77,1741.22,1,"""xparam: 72, take_profit: 1.2, stop_loss: 0.96, rsi: 8"""
41,11,30,10000.0,7247.28,0.27,1.9,41,100.0,0.0,0,586.2,-2752.72,-27.53,574.83,302.53,-67.14,-0.67,-67.14,121460.48780487805,33h 44m 20.49s,166909.0909090909,46h 21m 49.09s,104796.0,29h 6m 36.00s,6323.16,-9075.88,-38.76,-54.08,-1.21,-1.4,-1.81,0.82,-0.18,-1.11,-1.66,1,89.05,3,9,-348.95,933.45,1,"""xparam: 72, take_profit: 1.2, stop_loss: 0.97, rsi: 5"""
31,5,26,10000.0,7603.48,0.16,3.64,31,100.0,0.0,0,450.17,-2396.52,-23.97,1115.34,306.66,-77.31,-0.77,-77.31,169045.16129032258,46h 57m 25.16s,356808.0,99h 6m 48.00s,132936.92307692306,36h 55m 36.92s,5576.72,-7973.24,-33.98,-48.43,-0.92,-1.43,-1.45,0.85,-0.23,-0.87,-1.38,0,0,1,8,-349.78,1797.8,-8,"""xparam: 72, take_profit: 1.2, stop_loss: 0.97, rsi: 8"""
24,4,20,10000.0,9568.4,0.17,4.68,24,100.0,0.0,0,386.93,-431.6,-4.32,1604.0,342.38,-17.98,-0.18,-17.98,236465.0,65h 41m 5.00s,645225.0,179h 13m 45.00s,154713.0,42h 58m 33.00s,6416.02,-6847.62,-25.6,-10.12,0.08,-0.4,0.13,1.01,-0.08,0.08,0.13,0,0,1,7,-386.73,1952.56,-7,"""xparam: 72, take_profit: 1.2, stop_loss: 0.97, rsi: 10"""
32,4,28,10000.0,8482.02,0.12,5.17,32,100.0,0.0,0,461.87,-1517.98,-15.18,1075.63,207.88,-47.44,-0.47,-47.44,132930.0,36h 55m 30.00s,442215.0,122h 50m 15.00s,88746.42857142857,24h 39m 6.43s,4302.52,-5820.5,-25.09,-32.83,-0.57,-1.31,-0.87,0.9,-0.13,-0.55,-0.84,0,0,1,10,-233.83,1656.99,-10,"""xparam: 72, take_profit: 1.2, stop_loss: 0.98, rsi: 9"""
26,3,23,10000.0,9181.29,0.12,6.4,26,100.0,0.0,0,386.89,-818.71,-8.19,1373.71,214.78,-31.49,-0.31,-31.49,179533.84615384616,49h 52m 13.85s,827220.0,229h 47m 0.00s,95053.04347826086,26h 24m 13.04s,4121.14,-4939.84,-23.49,-18.66,-0.18,-0.79,-0.27,0.97,-0.08,-0.17,-0.26,0,0,1,9,-238.78,1692.81,-9,"""xparam: 72, take_profit: 1.2, stop_loss: 0.98, rsi: 10"""
28,9,19,10000.0,7375.28,0.32,1.49,28,100.0,0.0,0,374.1,-2624.72,-26.25,693.94,466.85,-93.74,-0.94,-93.74,167262.85714285713,46h 27m 42.86s,179460.0,49h 51m 0.00s,161485.26315789475,44h 51m 25.26s,6245.49,-8870.21,-38.47,-52.09,-1.11,-1.35,-1.51,0.81,-0.23,-1.1,-1.49,1,517.72,2,7,-548.54,931.14,1,"""xparam: 73, take_profit: 1.1, stop_loss: 0.95, rsi: 7"""
31,11,20,10000.0,7991.5,0.35,1.45,31,100.0,0.0,0,445.32,-2008.5,-20.09,728.56,501.13,-64.79,-0.65,-64.79,161876.12903225806,44h 57m 56.13s,171681.81818181818,47h 41m 21.82s,156483.0,43h 28m 3.00s,8014.18,-10022.69,-38.03,-41.84,-0.69,-1.1,-0.97,0.88,-0.19,-0.67,-0.94,1,562.39,2,7,-592.69,1010.79,1,"""xparam: 73, take_profit: 1.1, stop_loss: 0.95, rsi: 6"""
25,8,17,10000.0,8106.87,0.32,1.65,25,100.0,0.0,0,353.26,-1893.13,-18.93,814.31,494.56,-75.73,-0.76,-75.73,189616.8,52h 40m 16.80s,223657.5,62h 7m 37.50s,173597.64705882352,48h 13m 17.65s,6514.45,-8407.59,-35.42,-39.79,-0.68,-1.12,-0.98,0.88,-0.23,-0.67,-0.96,1,570.28,2,7,-571.64,970.08,1,"""xparam: 73, take_profit: 1.1, stop_loss: 0.95, rsi: 9"""
36,13,23,10000.0,7467.82,0.36,1.38,36,100.0,0.0,0,517.19,-2532.18,-25.32,689.14,499.61,-70.34,-0.7,-70.34,155841.66666666666,43h 17m 21.67s,164432.3076923077,45h 40m 32.31s,150986.08695652173,41h 56m 26.09s,8958.84,-11491.02,-42.43,-50.63,-0.92,-1.19,-1.29,0.86,-0.17,-0.87,-1.23,1,525.6,3,8,-595.15,1039.38,1,"""xparam: 73, take_profit: 1.1, stop_loss: 0.95, rsi: 5"""
27,8,19,10000.0,7237.39,0.3,1.63,27,100.0,0.0,0,356.88,-2762.61,-27.63,753.58,462.7,-102.32,-1.02,-102.32,178846.66666666666,49h 40m 46.67s,226357.5,62h 52m 37.50s,158842.1052631579,44h 7m 22.11s,6028.67,-8791.28,-38.89,-54.23,-1.14,-1.39,-1.58,0.81,-0.24,-1.1,-1.53,1,509.83,2,7,-537.86,931.14,1,"""xparam: 73, take_profit: 1.1, stop_loss: 0.95, rsi: 8"""
40,13,27,10000.0,8204.89,0.33,1.75,40,100.0,0.0,0,605.58,-1795.11,-17.95,742.77,424.11,-44.88,-0.45,-44.88,125326.5,34h 48m 46.50s,141170.76923076922,39h 12m 50.77s,117697.77777777778,32h 41m 37.78s,9655.98,-11451.09,-42.66,-38.01,-0.61,-0.89,-0.93,0.9,-0.1,-0.55,-0.83,1,578.16,3,8,-506.48,1091.12,1,"""xparam: 73, take_profit: 1.1, stop_loss: 0.96, rsi: 5"""
31,9,22,10000.0,7921.09,0.29,1.85,31,100.0,0.0,0,432.28,-2078.91,-20.79,725.2,391.17,-67.06,-0.67,-67.06,134909.03225806452,37h 28m 29.03s,179460.0,49h 51m 0.00s,116683.63636363637,32h 24m 43.64s,6526.79,-8605.7,-37.58,-43.07,-0.89,-1.15,-1.29,0.85,-0.16,-0.82,-1.18,1,557.14,2,7,-460.64,950.6,1,"""xparam: 73, take_profit: 1.1, stop_loss: 0.96, rsi: 7"""
40,8,32,10000.0,9054.94,0.2,3.45,40,100.0,0.0,0,590.46,-945.06,-9.45,735.05,213.3,-23.63,-0.24,-23.63,65589.0,18h 13m 9.00s,141180.0,39h 13m 0.00s,46691.25,12h 58m 11.25s,5880.39,-6825.44,-22.06,-21.33,-0.36,-0.97,-0.61,0.93,-0.13,-0.36,-0.6,0,0,2,8,-236.86,971.38,-2,"""xparam: 73, take_profit: 1.1, stop_loss: 0.98, rsi: 6"""
37,10,27,10000.0,9230.24,0.27,2.48,37,100.0,0.0,0,605.26,-769.76,-7.7,859.92,347.0,-20.8,-0.21,-20.8,102274.05405405405,28h 24m 34.05s,141330.0,39h 15m 30.00s,87808.88888888889,24h 23m 28.89s,8599.21,-9368.97,-32.1,-17.6,-0.16,-0.55,-0.26,0.97,-0.07,-0.15,-0.23,0,0,2,8,-410.99,1142.8,-2,"""xparam: 73, take_profit: 1.1, stop_loss: 0.97, rsi: 6"""
26,7,19,10000.0,10503.64,0.27,2.92,26,100.0,0.0,0,423.54,503.64,5.04,1014.98,347.43,19.37,0.19,19.37,126175.38461538461,35h 2m 55.38s,197828.57142857142,54h 57m 8.57s,99776.84210526316,27h 42m 56.84s,7104.89,-6601.25,-22.96,12.61,0.48,0.55,0.83,1.11,0.11,0.45,0.77,0,0,2,6,-386.73,1101.53,-1,"""xparam: 73, take_profit: 1.1, stop_loss: 0.97, rsi: 10"""
34,8,26,10000.0,8255.14,0.24,2.57,34,100.0,0.0,0,515.37,-1744.86,-17.45,822.3,320.12,-51.32,-0.51,-51.32,99938.82352941176,27h 45m 38.82s,137092.5,38h 4m 52.50s,88506.92307692308,24h 35m 6.92s,6578.38,-8323.24,-31.82,-37.09,-0.8,-1.17,-1.22,0.86,-0.17,-0.73,-1.11,0,0,2,7,-376.13,1044.1,-3,"""xparam: 73, take_profit: 1.1, stop_loss: 0.97, rsi: 7"""
32,7,25,10000.0,8424.95,0.22,2.86,32,100.0,0.0,0,476.55,-1575.05,-15.75,902.12,315.6,-49.22,-0.49,-49.22,106121.25,29h 28m 41.25s,162702.85714285713,45h 11m 42.86s,90278.4,25h 4m 38.40s,6314.87,-7889.92,-29.67,-33.92,-0.68,-1.14,-1.08,0.87,-0.17,-0.67,-1.07,0,0,1,7,-353.82,1010.63,-2,"""xparam: 73, take_profit: 1.1, stop_loss: 0.97, rsi: 9"""
36,7,29,10000.0,9190.37,0.19,3.61,36,100.0,0.0,0,547.14,-809.63,-8.1,792.07,219.11,-22.49,-0.22,-22.49,68716.66666666667,19h 5m 16.67s,142834.2857142857,39h 40m 34.29s,50826.206896551725,14h 7m 6.21s,5544.47,-6354.1,-22.99,-18.46,-0.3,-0.8,-0.49,0.94,-0.12,-0.3,-0.49,0,0,2,8,-248.29,997.35,-3,"""xparam: 73, take_profit: 1.1, stop_loss: 0.98, rsi: 7"""
26,8,18,10000.0,9675.55,0.31,2.15,26,100.0,0.0,0,387.29,-324.45,-3.24,905.01,420.25,-12.48,-0.12,-12.48,150242.3076923077,41h 44m 2.31s,194700.0,54h 5m 0.00s,130483.33333333333,36h 14m 43.33s,7240.11,-7564.56,-28.0,-7.66,0.07,-0.27,0.11,1.01,-0.05,0.07,0.11,1,680.65,2,6,-469.95,1017.66,2,"""xparam: 73, take_profit: 1.1, stop_loss: 0.96, rsi: 10"""
35,11,24,10000.0,8517.88,0.31,1.86,35,100.0,0.0,0,521.9,-1482.12,-14.82,779.5,419.03,-42.35,-0.42,-42.35,127040.57142857143,35h 17m 20.57s,144190.9090909091,40h 3m 10.91s,119180.0,33h 6m 20.00s,8574.52,-10056.64,-38.63,-32.14,-0.49,-0.83,-0.73,0.92,-0.1,-0.44,-0.66,1,599.18,2,7,-487.82,1040.14,1,"""xparam: 73, take_profit: 1.1, stop_loss: 0.96, rsi: 6"""
35,6,29,10000.0,9026.11,0.17,4.06,35,100.0,0.0,0,511.24,-973.89,-9.74,857.12,210.92,-27.83,-0.28,-27.83,70582.28571428571,19h 36m 22.29s,177270.0,49h 14m 30.00s,48508.96551724138,13h 28m 28.97s,5142.73,-6116.63,-21.78,-21.94,-0.39,-1.01,-0.64,0.92,-0.15,-0.35,-0.58,0,0,1,8,-231.0,958.23,-2,"""xparam: 73, take_profit: 1.1, stop_loss: 0.98, rsi: 8"""
32,8,24,10000.0,7160.99,0.25,2.03,32,100.0,0.0,0,415.66,-2839.01,-28.39,740.76,365.21,-88.72,-0.89,-88.72,132296.25,36h 44m 56.25s,209865.0,58h 17m 45.00s,106440.0,29h 34m 0.00s,5926.12,-8765.13,-40.8,-55.39,-1.31,-1.36,-1.9,0.78,-0.16,-1.31,-1.9,1,504.58,2,7,-439.25,948.25,1,"""xparam: 73, take_profit: 1.1, stop_loss: 0.96, rsi: 8"""
25,8,17,10000.0,8875.94,0.32,1.86,25,100.0,0.0,0,374.16,-1124.06,-11.24,973.28,524.13,-44.96,-0.45,-44.96,201960.0,56h 6m 0.00s,262230.0,72h 50m 30.00s,173597.64705882352,48h 13m 17.65s,7786.23,-8910.29,-35.48,-25.04,-0.25,-0.71,-0.36,0.96,-0.15,-0.24,-0.36,1,625.46,2,7,-614.94,1198.44,1,"""xparam: 73, take_profit: 1.12, stop_loss: 0.95, rsi: 9"""
21,8,13,10000.0,10431.14,0.38,1.72,21,100.0,0.0,0,329.62,431.14,4.31,952.06,552.72,20.53,0.21,20.53,213962.85714285713,59h 26m 2.86s,211192.5,58h 39m 52.50s,215667.6923076923,59h 54m 27.69s,7616.49,-7185.35,-31.97,10.74,0.45,0.34,0.69,1.1,0.07,0.42,0.65,1,733.21,2,6,-629.38,1095.94,2,"""xparam: 73, take_profit: 1.1, stop_loss: 0.95, rsi: 10"""
34,8,26,10000.0,9020.07,0.24,2.89,34,100.0,0.0,0,545.87,-979.93,-9.8,981.62,339.73,-28.82,-0.29,-28.82,107765.29411764706,29h 56m 5.29s,170355.0,47h 19m 15.00s,88506.92307692308,24h 35m 6.92s,7852.95,-8832.88,-31.12,-22.07,-0.29,-0.71,-0.47,0.95,-0.11,-0.27,-0.42,0,0,2,7,-404.39,1324.84,-3,"""xparam: 73, take_profit: 1.12, stop_loss: 0.97, rsi: 7"""
47,10,37,10000.0,8643.8,0.21,3.04,47,100.0,0.0,0,668.6,-1356.2,-13.56,625.6,205.74,-28.86,-0.29,-28.86,63742.97872340425,17h 42m 22.98s,134034.0,37h 13m 54.00s,44745.40540540541,12h 25m 45.41s,6256.05,-7612.25,-24.6,-29.69,-0.57,-1.21,-0.94,0.89,-0.16,-0.57,-0.94,1,106.03,2,9,-224.95,937.91,1,"""xparam: 73, take_profit: 1.1, stop_loss: 0.98, rsi: 5"""
33,6,27,10000.0,9486.72,0.18,4.11,33,100.0,0.0,0,496.92,-513.28,-5.13,893.52,217.57,-15.55,-0.16,-15.55,73643.63636363637,20h 27m 23.64s,173670.0,48h 14m 30.00s,51415.555555555555,14h 16m 55.56s,5361.14,-5874.42,-21.81,-11.96,-0.1,-0.55,-0.17,0.98,-0.1,-0.09,-0.15,0,0,1,8,-237.45,958.23,-2,"""xparam: 73, take_profit: 1.1, stop_loss: 0.98, rsi: 9"""
34,7,27,10000.0,7851.9,0.21,2.84,34,100.0,0.0,0,485.28,-2148.1,-21.48,858.58,302.15,-63.18,-0.63,-63.18,102416.4705882353,28h 26m 56.47s,165788.57142857142,46h 3m 8.57s,85986.66666666667,23h 53m 6.67s,6010.08,-8158.18,-32.33,-44.26,-1.02,-1.37,-1.58,0.82,-0.18,-1.02,-1.58,0,0,1,7,-343.62,979.44,-2,"""xparam: 73, take_profit: 1.1, stop_loss: 0.97, rsi: 8"""
28,9,19,10000.0,8064.67,0.32,1.67,28,100.0,0.0,0,394.95,-1935.33,-19.35,824.87,492.59,-69.12,-0.69,-69.12,176766.42857142858,49h 6m 6.43s,209026.66666666666,58h 3m 46.67s,161485.26315789475,44h 51m 25.26s,7423.79,-9359.12,-38.49,-40.54,-0.67,-1.05,-0.93,0.89,-0.19,-0.66,-0.92,1,567.65,2,7,-588.96,1156.11,1,"""xparam: 73, take_profit: 1.12, stop_loss: 0.95, rsi: 7"""
40,8,32,10000.0,9502.35,0.2,3.72,40,100.0,0.0,0,607.69,-497.65,-4.98,815.48,219.42,-12.44,-0.12,-12.44,71337.0,19h 48m 57.00s,169920.0,47h 12m 0.00s,46691.25,12h 58m 11.25s,6523.87,-7021.52,-22.05,-11.61,-0.07,-0.53,-0.12,0.99,-0.08,-0.07,-0.12,0,0,2,8,-243.47,1152.8,-2,"""xparam: 73, take_profit: 1.12, stop_loss: 0.98, rsi: 6"""
43,12,31,10000.0,8187.47,0.28,2.1,43,100.0,0.0,0,635.42,-1812.53,-18.13,659.67,313.83,-42.15,-0.42,-42.15,98801.86046511628,27h 26m 41.86s,134475.0,37h 21m 15.00s,84992.90322580645,23h 36m 32.90s,7916.06,-9728.59,-35.89,-38.33,-0.71,-1.07,-1.09,0.88,-0.13,-0.65,-1.01,1,100.52,3,8,-366.4,1015.87,1,"""xparam: 73, take_profit: 1.1, stop_loss: 0.97, rsi: 5"""
31,9,22,10000.0,8663.43,0.29,2.09,31,100.0,0.0,0,457.01,-1336.57,-13.37,862.27,413.5,-43.12,-0.43,-43.12,143492.90322580645,39h 51m 32.90s,209026.66666666666,58h 3m 46.67s,116683.63636363637,32h 24m 43.64s,7760.47,-9097.04,-36.96,-29.31,-0.42,-0.79,-0.63,0.93,-0.12,-0.38,-0.57,1,609.7,2,7,-493.21,1206.11,1,"""xparam: 73, take_profit: 1.12, stop_loss: 0.96, rsi: 7"""
30,8,22,10000.0,8584.6,0.27,2.32,30,100.0,0.0,0,434.84,-1415.4,-14.15,944.39,407.75,-47.18,-0.47,-47.18,148546.0,41h 15m 46.00s,245955.0,68h 19m 15.00s,113124.54545454546,31h 25m 24.55s,7555.15,-8970.55,-35.35,-30.85,-0.45,-0.87,-0.69,0.92,-0.13,-0.44,-0.67,1,604.44,2,7,-475.11,1212.09,1,"""xparam: 73, take_profit: 1.12, stop_loss: 0.96, rsi: 9"""
37,10,27,10000.0,9742.03,0.27,2.63,37,100.0,0.0,0,625.7,-257.97,-2.58,942.71,358.7,-6.97,-0.07,-6.97,109274.5945945946,30h 21m 14.59s,167232.0,46h 27m 12.00s,87808.88888888889,24h 23m 28.89s,9427.06,-9685.03,-32.52,-6.12,0.12,-0.19,0.19,1.02,-0.02,0.11,0.17,0,0,2,8,-426.5,1277.91,-2,"""xparam: 73, take_profit: 1.12, stop_loss: 0.97, rsi: 6"""
21,8,13,10000.0,11632.9,0.38,1.97,21,100.0,0.0,0,352.82,1632.9,16.33,1166.17,592.04,77.76,0.78,77.76,229931.42857142858,63h 52m 11.43s,253110.0,70h 18m 30.00s,215667.6923076923,59h 54m 27.69s,9329.37,-7696.47,-32.01,44.14,0.95,1.38,1.51,1.21,0.29,0.9,1.42,1,819.94,2,6,-687.12,1412.64,2,"""xparam: 73, take_profit: 1.12, stop_loss: 0.95, rsi: 10"""
31,11,20,10000.0,8432.95,0.35,1.54,31,100.0,0.0,0,459.78,-1567.05,-15.67,797.14,516.78,-50.55,-0.51,-50.55,170231.61290322582,47h 17m 11.61s,195229.0909090909,54h 13m 49.09s,156483.0,43h 28m 3.00s,8768.49,-10335.55,-38.06,-33.77,-0.43,-0.89,-0.62,0.93,-0.16,-0.42,-0.61,1,593.93,2,7,-614.88,1125.78,1,"""xparam: 73, take_profit: 1.12, stop_loss: 0.95, rsi: 6"""
35,11,24,10000.0,8994.42,0.31,1.97,35,100.0,0.0,0,540.0,-1005.58,-10.06,853.52,433.1,-28.73,-0.29,-28.73,134441.14285714287,37h 20m 41.14s,167738.18181818182,46h 35m 38.18s,119180.0,33h 6m 20.00s,9388.7,-10394.28,-39.01,-22.6,-0.21,-0.58,-0.33,0.96,-0.07,-0.2,-0.3,1,633.35,2,7,-505.7,1192.36,1,"""xparam: 73, take_profit: 1.12, stop_loss: 0.96, rsi: 6"""
30,8,22,10000.0,7835.06,0.27,2.05,30,100.0,0.0,0,410.83,-2164.94,-21.65,788.48,385.13,-72.16,-0.72,-72.16,138202.0,38h 23m 22.00s,207165.0,57h 32m 45.00s,113124.54545454546,31h 25m 24.55s,6307.83,-8472.77,-37.26,-44.55,-0.93,-1.2,-1.38,0.84,-0.16,-0.91,-1.35,1,551.88,2,7,-457.18,988.8,1,"""xparam: 73, take_profit: 1.1, stop_loss: 0.96, rsi: 9"""
27,6,21,10000.0,11129.68,0.22,4.31,27,100.0,0.0,0,435.67,1129.68,11.3,1005.93,233.61,41.84,0.42,41.84,87668.88888888889,24h 21m 8.89s,214650.0,59h 37m 30.00s,51388.57142857143,14h 16m 28.57s,6035.57,-4905.89,-20.09,29.53,0.83,1.47,1.5,1.22,0.29,0.71,1.28,0,0,2,7,-257.6,1074.77,-1,"""xparam: 73, take_profit: 1.1, stop_loss: 0.98, rsi: 10"""
33,6,27,10000.0,10208.17,0.18,4.65,33,100.0,0.0,0,519.32,208.17,2.08,1058.16,227.44,6.31,0.06,6.31,83045.45454545454,23h 4m 5.45s,225380.0,62h 36m 20.00s,51415.555555555555,14h 16m 55.56s,6348.98,-6140.81,-21.8,5.11,0.32,0.23,0.56,1.07,0.05,0.29,0.5,0,0,1,8,-250.7,1187.36,-2,"""xparam: 73, take_profit: 1.12, stop_loss: 0.98, rsi: 9"""
34,7,27,10000.0,8572.6,0.21,3.22,34,100.0,0.0,0,513.31,-1427.4,-14.27,1030.24,319.97,-41.98,-0.42,-41.98,112178.82352941176,31h 9m 38.82s,213205.7142857143,59h 13m 25.71s,85986.66666666667,23h 53m 6.67s,7211.7,-8639.1,-31.19,-31.08,-0.53,-1.0,-0.84,0.91,-0.15,-0.52,-0.84,0,0,1,7,-364.91,1199.86,-2,"""xparam: 73, take_profit: 1.12, stop_loss: 0.97, rsi: 8"""
27,6,21,10000.0,12181.8,0.22,4.98,27,100.0,0.0,0,459.23,2181.8,21.82,1226.22,246.45,80.81,0.81,80.81,100151.11111111111,27h 49m 11.11s,270820.0,75h 13m 40.00s,51388.57142857143,14h 16m 28.57s,7357.34,-5175.54,-20.12,61.13,1.32,3.04,2.46,1.35,0.62,1.14,2.13,0,0,2,7,-277.6,1352.1,-1,"""xparam: 73, take_profit: 1.12, stop_loss: 0.98, rsi: 10"""
36,13,23,10000.0,7486.09,0.36,1.38,36,100.0,0.0,0,517.8,-2513.91,-25.14,691.17,499.96,-69.83,-0.7,-69.83,161426.66666666666,44h 50m 26.67s,179898.46153846153,49h 58m 18.46s,150986.08695652173,41h 56m 26.09s,8985.16,-11499.07,-44.53,-50.34,-0.89,-1.13,-1.27,0.86,-0.14,-0.85,-1.21,1,525.6,3,8,-608.43,1250.56,1,"""xparam: 73, take_profit: 1.12, stop_loss: 0.95, rsi: 5"""
27,8,19,10000.0,7900.7,0.3,1.84,27,100.0,0.0,0,376.58,-2099.3,-20.99,896.9,488.13,-77.75,-0.78,-77.75,191075.55555555556,53h 4m 35.56s,267630.0,74h 20m 30.00s,158842.1052631579,44h 7m 22.11s,7175.21,-9274.52,-38.49,-43.42,-0.72,-1.13,-1.02,0.88,-0.21,-0.7,-0.99,1,557.14,2,7,-578.04,1136.02,1,"""xparam: 73, take_profit: 1.12, stop_loss: 0.95, rsi: 8"""
43,12,31,10000.0,8077.26,0.28,2.06,43,100.0,0.0,0,623.36,-1922.74,-19.23,633.99,307.44,-44.71,-0.45,-44.71,102735.3488372093,28h 32m 15.35s,148570.0,41h 16m 10.00s,84992.90322580645,23h 36m 32.90s,7607.91,-9530.65,-35.82,-40.32,-0.75,-1.13,-1.17,0.88,-0.14,-0.71,-1.1,1,99.14,3,8,-354.77,1107.99,1,"""xparam: 73, take_profit: 1.12, stop_loss: 0.97, rsi: 5"""
26,8,18,10000.0,10791.01,0.31,2.47,26,100.0,0.0,0,413.86,791.01,7.91,1109.66,449.23,30.42,0.3,30.42,163206.92307692306,45h 20m 6.92s,236835.0,65h 47m 15.00s,130483.33333333333,36h 14m 43.33s,8877.24,-8086.23,-27.7,20.2,0.61,0.73,0.99,1.13,0.14,0.61,0.99,1,759.49,2,6,-514.15,1311.74,2,"""xparam: 73, take_profit: 1.12, stop_loss: 0.96, rsi: 10"""
40,13,27,10000.0,8232.7,0.33,1.76,40,100.0,0.0,0,605.48,-1767.3,-17.67,743.53,423.45,-44.18,-0.44,-44.18,130353.0,36h 12m 33.00s,156636.92307692306,43h 30m 36.92s,117697.77777777778,32h 41m 37.78s,9665.87,-11433.17,-42.67,-37.5,-0.58,-0.88,-0.89,0.91,-0.1,-0.52,-0.8,1,578.16,3,8,-508.73,1262.78,1,"""xparam: 73, take_profit: 1.12, stop_loss: 0.96, rsi: 5"""
36,7,29,10000.0,9865.83,0.19,4.06,36,100.0,0.0,0,570.89,-134.17,-1.34,928.69,228.79,-3.73,-0.04,-3.73,76106.66666666667,21h 8m 26.67s,180840.0,50h 14m 0.00s,50826.206896551725,14h 7m 6.21s,6500.83,-6635.0,-23.0,-3.21,0.13,-0.14,0.22,1.03,-0.02,0.13,0.21,0,0,2,8,-261.55,1243.6,-3,"""xparam: 73, take_profit: 1.12, stop_loss: 0.98, rsi: 7"""
47,10,37,10000.0,8620.88,0.21,3.02,47,100.0,0.0,0,661.95,-1379.12,-13.79,616.15,203.8,-29.34,-0.29,-29.34,66723.82978723405,18h 32m 3.83s,148044.0,41h 7m 24.00s,44745.40540540541,12h 25m 45.41s,6161.51,-7540.64,-25.77,-30.14,-0.57,-1.17,-0.94,0.9,-0.15,-0.56,-0.94,1,106.03,2,9,-228.77,1128.35,1,"""xparam: 73, take_profit: 1.12, stop_loss: 0.98, rsi: 5"""
32,7,25,10000.0,9235.35,0.22,3.25,32,100.0,0.0,0,505.72,-764.65,-7.65,1088.68,335.42,-23.9,-0.24,-23.9,115818.75,32h 10m 18.75s,207034.2857142857,57h 30m 34.29s,90278.4,25h 4m 38.40s,7620.77,-8385.42,-28.24,-17.49,-0.17,-0.62,-0.28,0.97,-0.11,-0.16,-0.27,0,0,1,7,-379.67,1238.35,-2,"""xparam: 73, take_profit: 1.12, stop_loss: 0.97, rsi: 9"""
32,8,24,10000.0,7808.84,0.25,2.29,32,100.0,0.0,0,438.95,-2191.16,-21.91,883.46,385.79,-68.47,-0.68,-68.47,142668.75,39h 37m 48.75s,251355.0,69h 49m 15.00s,106440.0,29h 34m 0.00s,7067.71,-9258.86,-38.66,-45.0,-0.86,-1.16,-1.28,0.86,-0.16,-0.85,-1.26,1,549.25,2,7,-454.94,1163.3,1,"""xparam: 73, take_profit: 1.12, stop_loss: 0.96, rsi: 8"""
26,7,19,10000.0,11717.6,0.27,3.37,26,100.0,0.0,0,453.38,1717.6,17.18,1257.2,372.78,66.06,0.66,66.06,139140.0,38h 39m 0.00s,245982.85714285713,68h 19m 42.86s,99776.84210526316,27h 42m 56.84s,8800.39,-7082.79,-22.98,46.69,1.04,2.03,1.87,1.24,0.44,0.99,1.77,0,0,2,6,-423.81,1426.1,-1,"""xparam: 73, take_profit: 1.12, stop_loss: 0.97, rsi: 10"""
35,6,29,10000.0,9675.25,0.17,4.59,35,100.0,0.0,0,533.14,-324.75,-3.25,1009.07,219.97,-9.28,-0.09,-9.28,80064.0,22h 14m 24.00s,232580.0,64h 36m 20.00s,48508.96551724138,13h 28m 28.97s,6054.41,-6379.17,-21.8,-7.67,0.03,-0.35,0.05,1.01,-0.06,0.03,0.04,0,0,1,8,-243.91,1162.36,-2,"""xparam: 73, take_profit: 1.12, stop_loss: 0.98, rsi: 8"""
