Total trades,Total Winning Trades,Total Losing Trades,Starting Balance,Finishing Balance,Win Rate,Ratio Avg Win/Loss,Longs Count,Longs Percentage,Shorts Percentage,Shorts Count,Fee,Net Profit,Net Profit Percentage,Average Win,Average Loss,Expectancy,Expectancy Percentage,Expected Net Profit Every 100 Trades,Avg Holding Time (sec),Avg Holding Time,Avg Winning Holding Time (sec),Avg Winning Holding Time,Avg Losing Holding Time (sec),Avg Losing Holding Time,Gross Profit,Gross Loss,Max Drawdown,Annual Return,Sharpe Ratio,Calmar Ratio,Sortino Ratio,Omega Ratio,Serenity Index,Smart Sharpe,Smart Sortino,Total Open Trades,Open PL,Winning Streak,Losing Streak,Largest Losing Trade,Largest Winning Trade,Current Streak,Hyperparameters
34,7,27,10000.0,9238.72,0.21,3.53,34,100.0,0.0,0,538.22,-761.28,-7.61,1187.05,335.95,-22.39,-0.22,-22.39,112639.41176470589,31h 17m 19.41s,215442.85714285713,59h 50m 42.86s,85986.66666666667,23h 53m 6.67s,8309.36,-9070.64,-30.92,-17.42,-0.12,-0.56,-0.21,0.98,-0.09,-0.12,-0.2,0,0,1,7,-385.71,1425.43,-2,"""xparam: 75, take_profit: 1.1400000000000001, stop_loss: 0.97, rsi: 8"""
30,8,22,10000.0,9657.25,0.27,2.65,30,100.0,0.0,0,467.03,-342.75,-3.43,1163.16,438.55,-11.42,-0.11,-11.42,169536.0,47h 5m 36.00s,324667.5,90h 11m 7.50s,113124.54545454546,31h 25m 24.55s,9305.31,-9648.06,-34.8,-8.08,0.12,-0.23,0.19,1.02,-0.04,0.11,0.18,1,680.65,2,7,-514.15,1442.98,1,"""xparam: 75, take_profit: 1.1400000000000001, stop_loss: 0.96, rsi: 9"""
25,7,18,10000.0,10919.53,0.28,2.85,25,100.0,0.0,0,411.69,919.53,9.2,1327.76,465.27,36.78,0.37,36.78,195523.2,54h 18m 43.20s,250808.57142857142,69h 40m 8.57s,174023.33333333334,48h 20m 23.33s,9294.31,-8374.77,-34.25,23.69,0.65,0.69,1.04,1.13,0.12,0.62,1.0,1,770.0,2,10,-563.01,1651.07,2,"""xparam: 75, take_profit: 1.1400000000000001, stop_loss: 0.96, rsi: 10"""
34,8,26,10000.0,10103.28,0.24,3.29,34,100.0,0.0,0,579.01,103.28,1.03,1187.24,361.33,3.04,0.03,3.04,119661.17647058824,33h 14m 21.18s,220912.5,61h 21m 52.50s,88506.92307692308,24h 35m 6.92s,9497.89,-9394.61,-27.71,2.51,0.3,0.09,0.51,1.06,0.02,0.27,0.47,0,0,2,7,-423.81,1425.43,-3,"""xparam: 75, take_profit: 1.1400000000000001, stop_loss: 0.97, rsi: 7"""
31,9,22,10000.0,9711.36,0.29,2.37,31,100.0,0.0,0,483.88,-288.64,-2.89,1038.46,437.94,-9.31,-0.09,-9.31,156540.0,43h 29m 0.00s,253966.66666666666,70h 32m 46.67s,116683.63636363637,32h 24m 43.64s,9346.1,-9634.74,-33.79,-6.84,0.14,-0.2,0.23,1.03,-0.04,0.13,0.21,1,683.28,2,7,-518.8,1381.57,1,"""xparam: 75, take_profit: 1.1400000000000001, stop_loss: 0.96, rsi: 7"""
40,13,27,10000.0,10425.79,0.33,2.14,40,100.0,0.0,0,712.24,425.79,4.26,1070.77,499.79,10.64,0.11,10.64,137526.0,38h 12m 6.00s,178707.6923076923,49h 38m 27.69s,117697.77777777778,32h 41m 37.78s,13920.0,-13494.21,-40.78,10.6,0.46,0.26,0.75,1.08,0.03,0.4,0.66,1,733.21,3,8,-595.09,1624.83,1,"""xparam: 75, take_profit: 1.1400000000000001, stop_loss: 0.96, rsi: 5"""
40,8,32,10000.0,10380.42,0.2,4.21,40,100.0,0.0,0,637.1,380.42,3.8,967.85,230.07,9.51,0.1,9.51,74787.0,20h 46m 27.00s,187170.0,51h 59m 30.00s,46691.25,12h 58m 11.25s,7742.81,-7362.38,-21.82,9.44,0.42,0.43,0.75,1.09,0.07,0.41,0.75,0,0,2,8,-256.7,1347.36,-2,"""xparam: 75, take_profit: 1.1400000000000001, stop_loss: 0.98, rsi: 6"""
31,11,20,10000.0,9374.9,0.35,1.71,31,100.0,0.0,0,488.4,-625.1,-6.25,941.55,549.11,-20.16,-0.2,-20.16,174689.03225806452,48h 31m 29.03s,207790.9090909091,57h 43m 10.91s,156483.0,43h 28m 3.00s,10357.0,-10982.1,-36.94,-14.45,0.03,-0.39,0.05,1.01,-0.07,0.03,0.05,1,659.63,2,7,-659.25,1337.71,1,"""xparam: 75, take_profit: 1.1400000000000001, stop_loss: 0.95, rsi: 6"""
43,12,31,10000.0,10032.84,0.28,2.59,43,100.0,0.0,0,725.28,32.84,0.33,927.2,357.86,0.76,0.01,0.76,109406.51162790698,30h 23m 26.51s,172475.0,47h 54m 35.00s,84992.90322580645,23h 36m 32.90s,11126.46,-11093.61,-33.74,0.8,0.28,0.02,0.48,1.05,0.0,0.26,0.44,1,123.47,3,8,-434.25,1518.6,1,"""xparam: 75, take_profit: 1.1400000000000001, stop_loss: 0.97, rsi: 5"""
32,7,25,10000.0,10767.41,0.22,3.87,32,100.0,0.0,0,555.36,767.41,7.67,1431.72,370.18,23.98,0.24,23.98,134169.375,37h 16m 9.38s,290922.85714285716,80h 48m 42.86s,90278.4,25h 4m 38.40s,10022.03,-9254.62,-27.14,19.57,0.59,0.72,1.05,1.12,0.13,0.57,1.01,0,0,1,7,-434.41,1682.52,-2,"""xparam: 75, take_profit: 1.1400000000000001, stop_loss: 0.97, rsi: 9"""
33,6,27,10000.0,11693.41,0.18,5.64,33,100.0,0.0,0,562.98,1693.41,16.93,1394.27,247.12,51.32,0.51,51.32,100834.54545454546,28h 0m 34.55s,323220.0,89h 47m 0.00s,51415.555555555555,14h 16m 55.56s,8365.62,-6672.21,-21.81,45.96,1.03,2.11,1.91,1.24,0.42,0.95,1.77,0,0,1,8,-282.04,1596.03,-2,"""xparam: 75, take_profit: 1.1400000000000001, stop_loss: 0.98, rsi: 9"""
24,7,17,10000.0,10050.0,0.29,2.44,24,100.0,0.0,0,387.46,50.0,0.5,1387.33,568.31,2.08,0.02,2.08,233712.5,64h 55m 12.50s,379705.71428571426,105h 28m 25.71s,173597.64705882352,48h 13m 17.65s,9711.33,-9661.33,-35.49,1.21,0.31,0.03,0.49,1.06,0.01,0.31,0.48,1,706.93,1,7,-672.68,1786.65,1,"""xparam: 75, take_profit: 1.16, stop_loss: 0.95, rsi: 9"""
32,8,24,10000.0,8414.11,0.25,2.51,32,100.0,0.0,0,459.49,-1585.89,-15.86,1013.85,404.03,-49.56,-0.5,-49.56,143158.125,39h 45m 58.12s,253312.5,70h 21m 52.50s,106440.0,29h 34m 0.00s,8110.8,-9696.68,-38.37,-34.12,-0.48,-0.89,-0.74,0.92,-0.13,-0.46,-0.72,1,591.3,2,7,-470.63,1381.57,1,"""xparam: 75, take_profit: 1.1400000000000001, stop_loss: 0.96, rsi: 8"""
36,7,29,10000.0,10864.34,0.19,4.66,36,100.0,0.0,0,597.49,864.34,8.64,1116.81,239.77,24.01,0.24,24.01,87336.66666666667,24h 15m 36.67s,238594.2857142857,66h 16m 34.29s,50826.206896551725,14h 7m 6.21s,7817.67,-6953.33,-21.8,22.19,0.65,1.02,1.19,1.15,0.18,0.64,1.16,0,0,2,8,-268.78,1405.37,-3,"""xparam: 75, take_profit: 1.1400000000000001, stop_loss: 0.98, rsi: 7"""
25,6,19,10000.0,11845.32,0.24,3.96,25,100.0,0.0,0,450.18,1845.32,18.45,1528.4,385.53,73.81,0.74,73.81,170460.0,47h 21m 0.00s,263810.0,73h 16m 50.00s,140981.05263157896,39h 9m 41.05s,9170.42,-7325.1,-27.12,50.58,1.02,1.87,1.76,1.23,0.39,0.94,1.61,0,0,2,10,-462.66,1792.59,-1,"""xparam: 75, take_profit: 1.1400000000000001, stop_loss: 0.97, rsi: 10"""
47,10,37,10000.0,9790.35,0.21,3.6,47,100.0,0.0,0,714.58,-209.65,-2.1,791.94,219.71,-4.46,-0.04,-4.46,72598.72340425532,20h 9m 58.72s,175656.0,48h 47m 36.00s,44745.40540540541,12h 25m 45.41s,7919.45,-8129.09,-22.69,-4.99,0.13,-0.22,0.23,1.03,-0.03,0.13,0.22,1,120.26,2,9,-246.12,1318.8,1,"""xparam: 75, take_profit: 1.1400000000000001, stop_loss: 0.98, rsi: 5"""
25,5,20,10000.0,12364.48,0.2,5.88,25,100.0,0.0,0,432.83,2364.48,23.64,1477.44,251.14,94.58,0.95,94.58,136737.6,37h 58m 57.60s,297144.0,82h 32m 24.00s,96636.0,26h 50m 36.00s,7387.2,-5022.71,-21.71,67.04,1.29,3.09,2.35,1.34,0.68,1.09,1.98,0,0,2,10,-295.3,1666.79,-1,"""xparam: 75, take_profit: 1.1400000000000001, stop_loss: 0.98, rsi: 10"""
36,13,23,10000.0,10052.2,0.36,1.78,36,100.0,0.0,0,624.32,52.2,0.52,1071.49,603.35,1.45,0.01,1.45,174055.0,48h 20m 55.00s,214869.23076923078,59h 41m 9.23s,150986.08695652173,41h 56m 26.09s,13929.35,-13877.14,-40.43,1.27,0.33,0.03,0.51,1.06,0.0,0.31,0.47,1,706.93,3,8,-735.32,1730.74,1,"""xparam: 75, take_profit: 1.16, stop_loss: 0.95, rsi: 5"""
31,11,20,10000.0,10055.6,0.35,1.83,31,100.0,0.0,0,510.89,55.6,0.56,1048.37,573.82,1.79,0.02,1.79,179218.06451612903,49h 46m 58.06s,220554.54545454544,61h 15m 54.55s,156483.0,43h 28m 3.00s,11532.09,-11476.49,-36.95,1.35,0.32,0.04,0.49,1.06,0.01,0.31,0.47,1,706.93,2,7,-694.11,1587.7,1,"""xparam: 75, take_profit: 1.16, stop_loss: 0.95, rsi: 6"""
31,9,22,10000.0,10409.54,0.29,2.54,31,100.0,0.0,0,506.33,409.54,4.1,1165.06,458.0,13.21,0.13,13.21,161069.03225806452,44h 44m 29.03s,269566.6666666667,74h 52m 46.67s,116683.63636363637,32h 24m 43.64s,10485.52,-10075.98,-33.81,10.19,0.45,0.3,0.73,1.08,0.05,0.41,0.67,1,733.21,2,7,-546.72,1611.2,1,"""xparam: 75, take_profit: 1.16, stop_loss: 0.96, rsi: 7"""
24,6,18,10000.0,10461.69,0.25,3.17,24,100.0,0.0,0,388.8,461.69,4.62,1450.26,457.77,19.24,0.19,19.24,216960.0,60h 16m 0.00s,345770.0,96h 2m 50.00s,174023.33333333334,48h 20m 23.33s,8701.53,-8239.84,-37.05,11.53,0.47,0.31,0.75,1.09,0.05,0.45,0.72,1,735.84,2,10,-530.43,1746.98,2,"""xparam: 75, take_profit: 1.16, stop_loss: 0.96, rsi: 10"""
28,9,19,10000.0,9685.15,0.32,2.05,28,100.0,0.0,0,437.2,-314.85,-3.15,1116.23,545.31,-11.24,-0.11,-11.24,196225.7142857143,54h 30m 25.71s,269566.6666666667,74h 52m 46.67s,161485.26315789475,44h 51m 25.26s,10046.06,-10360.91,-35.48,-7.44,0.16,-0.21,0.25,1.03,-0.04,0.16,0.24,1,680.65,2,7,-649.59,1561.0,1,"""xparam: 75, take_profit: 1.16, stop_loss: 0.95, rsi: 7"""
37,10,27,10000.0,11615.43,0.27,3.1,37,100.0,0.0,0,698.64,1615.43,16.15,1245.95,401.63,43.66,0.44,43.66,116803.78378378379,32h 26m 43.78s,195090.0,54h 11m 30.00s,87808.88888888889,24h 23m 28.89s,12459.51,-10844.08,-30.27,43.62,0.93,1.44,1.64,1.19,0.21,0.83,1.46,0,0,2,8,-482.72,1838.01,-2,"""xparam: 75, take_profit: 1.16, stop_loss: 0.97, rsi: 6"""
29,7,22,10000.0,9718.29,0.24,3.05,29,100.0,0.0,0,454.72,-281.71,-2.82,1351.4,442.8,-9.71,-0.1,-9.71,172998.62068965516,48h 3m 18.62s,361174.28571428574,100h 19m 34.29s,113124.54545454546,31h 25m 24.55s,9459.78,-9741.49,-36.38,-6.67,0.15,-0.18,0.25,1.03,-0.03,0.14,0.24,1,683.28,1,7,-508.73,1681.47,1,"""xparam: 75, take_profit: 1.16, stop_loss: 0.96, rsi: 9"""
47,10,37,10000.0,10308.65,0.21,3.84,47,100.0,0.0,0,735.69,308.65,3.09,867.22,226.04,6.57,0.07,6.57,75584.68085106384,20h 59m 44.68s,189690.0,52h 41m 30.00s,44745.40540540541,12h 25m 45.41s,8672.16,-8363.52,-22.69,7.62,0.39,0.34,0.68,1.08,0.05,0.38,0.68,1,126.68,2,9,-254.06,1509.24,1,"""xparam: 75, take_profit: 1.16, stop_loss: 0.98, rsi: 5"""
34,8,26,10000.0,10832.64,0.24,3.52,34,100.0,0.0,0,606.7,832.64,8.33,1335.25,378.82,24.49,0.24,24.49,123790.58823529411,34h 23m 10.59s,238462.5,66h 14m 22.50s,88506.92307692308,24h 35m 6.92s,10682.0,-9849.36,-27.67,21.33,0.62,0.77,1.09,1.12,0.14,0.57,1.0,0,0,2,7,-445.0,1687.83,-3,"""xparam: 75, take_profit: 1.16, stop_loss: 0.97, rsi: 7"""
43,12,31,10000.0,10749.84,0.28,2.75,43,100.0,0.0,0,757.96,749.84,7.5,1028.31,373.87,17.44,0.17,17.44,112671.62790697675,31h 17m 51.63s,184175.0,51h 9m 35.00s,84992.90322580645,23h 36m 32.90s,12339.74,-11589.89,-33.77,19.1,0.58,0.57,1.0,1.1,0.07,0.53,0.91,1,132.19,3,8,-457.52,1795.1,1,"""xparam: 75, take_profit: 1.16, stop_loss: 0.97, rsi: 5"""
19,6,13,10000.0,11278.36,0.32,2.53,19,100.0,0.0,0,317.81,1278.36,12.78,1491.32,589.97,67.28,0.67,67.28,304834.7368421053,84h 40m 34.74s,367390.0,102h 3m 10.00s,275963.07692307694,76h 39m 23.08s,8947.92,-7669.56,-34.78,33.75,0.78,0.97,1.22,1.16,0.22,0.71,1.11,1,793.66,2,8,-707.33,1878.49,2,"""xparam: 75, take_profit: 1.16, stop_loss: 0.95, rsi: 10"""
40,13,27,10000.0,11063.17,0.33,2.24,40,100.0,0.0,0,735.74,1063.17,10.63,1154.48,516.48,26.58,0.27,26.58,141718.5,39h 21m 58.50s,191607.6923076923,53h 13m 27.69s,117697.77777777778,32h 41m 37.78s,15008.18,-13945.01,-40.76,27.66,0.7,0.68,1.16,1.12,0.08,0.61,1.01,1,777.89,3,8,-620.64,1902.38,1,"""xparam: 75, take_profit: 1.16, stop_loss: 0.96, rsi: 5"""
24,5,19,10000.0,11356.93,0.21,4.52,24,100.0,0.0,0,424.18,1356.93,13.57,1706.84,377.75,56.54,0.57,56.54,190852.5,53h 0m 52.50s,380364.0,105h 39m 24.00s,140981.05263157896,39h 9m 41.05s,8534.19,-7177.26,-27.99,36.01,0.82,1.29,1.4,1.17,0.26,0.75,1.28,0,0,1,10,-436.17,1897.43,-1,"""xparam: 75, take_profit: 1.16, stop_loss: 0.97, rsi: 10"""
34,7,27,10000.0,9904.62,0.21,3.82,34,100.0,0.0,0,563.24,-95.38,-0.95,1343.37,351.81,-2.81,-0.03,-2.81,116768.82352941176,32h 26m 8.82s,235500.0,65h 25m 0.00s,85986.66666666667,23h 53m 6.67s,9403.59,-9498.97,-30.91,-2.29,0.21,-0.07,0.36,1.04,-0.01,0.2,0.35,0,0,1,7,-406.5,1687.83,-2,"""xparam: 75, take_profit: 1.16, stop_loss: 0.97, rsi: 8"""
30,6,24,10000.0,10649.69,0.2,4.29,30,100.0,0.0,0,517.45,649.69,6.5,1579.65,367.84,21.66,0.22,21.66,144352.0,40h 5m 52.00s,392570.0,109h 2m 50.00s,82297.5,22h 51m 37.50s,9477.92,-8828.23,-28.04,16.43,0.54,0.59,0.96,1.11,0.1,0.53,0.94,0,0,1,7,-422.05,1838.92,-2,"""xparam: 75, take_profit: 1.16, stop_loss: 0.97, rsi: 9"""
32,8,24,10000.0,9021.49,0.25,2.71,32,100.0,0.0,0,480.73,-978.51,-9.79,1145.46,422.59,-30.58,-0.31,-30.58,147545.625,40h 59m 5.62s,270862.5,75h 14m 22.50s,106440.0,29h 34m 0.00s,9163.71,-10142.22,-38.36,-22.04,-0.16,-0.57,-0.25,0.97,-0.08,-0.16,-0.25,1,635.98,2,7,-490.71,1611.2,1,"""xparam: 75, take_profit: 1.16, stop_loss: 0.96, rsi: 8"""
35,11,24,10000.0,10721.1,0.31,2.32,35,100.0,0.0,0,600.59,721.1,7.21,1116.91,481.87,20.6,0.21,20.6,142400.57142857142,39h 33m 20.57s,193063.63636363635,53h 37m 43.64s,119180.0,33h 6m 20.00s,12286.04,-11564.94,-36.8,18.33,0.57,0.5,0.93,1.11,0.07,0.51,0.84,1,754.24,2,7,-572.11,1709.28,1,"""xparam: 75, take_profit: 1.16, stop_loss: 0.96, rsi: 6"""
27,8,19,10000.0,9154.04,0.3,2.18,27,100.0,0.0,0,412.79,-845.96,-8.46,1164.09,534.67,-31.33,-0.31,-31.33,196837.77777777778,54h 40m 37.78s,287077.5,79h 44m 37.50s,158842.1052631579,44h 7m 22.11s,9312.71,-10158.67,-38.24,-19.24,-0.06,-0.5,-0.09,0.99,-0.1,-0.06,-0.09,1,643.86,2,7,-646.04,1561.0,1,"""xparam: 75, take_profit: 1.16, stop_loss: 0.95, rsi: 8"""
40,8,32,10000.0,10933.03,0.2,4.49,40,100.0,0.0,0,657.18,933.03,9.33,1065.71,237.27,23.33,0.23,23.33,78295.5,21h 44m 55.50s,204712.5,56h 51m 52.50s,46691.25,12h 58m 11.25s,8525.67,-7592.64,-21.81,24.06,0.69,1.1,1.25,1.15,0.16,0.68,1.24,0,0,2,8,-265.97,1553.42,-2,"""xparam: 75, take_profit: 1.16, stop_loss: 0.98, rsi: 6"""
35,6,29,10000.0,10798.9,0.17,5.4,35,100.0,0.0,0,568.23,798.9,7.99,1266.71,234.53,22.83,0.23,22.83,84516.0,23h 28m 36.00s,258550.0,71h 49m 10.00s,48508.96551724138,13h 28m 28.97s,7600.27,-6801.37,-21.82,20.42,0.62,0.94,1.13,1.14,0.16,0.58,1.05,0,0,1,8,-261.97,1541.93,-2,"""xparam: 75, take_profit: 1.16, stop_loss: 0.98, rsi: 8"""
36,7,29,10000.0,11445.5,0.19,4.98,36,100.0,0.0,0,617.0,1445.5,14.46,1232.23,247.59,40.15,0.4,40.15,91235.0,25h 20m 35.00s,258642.85714285713,71h 50m 42.86s,50826.206896551725,14h 7m 6.21s,8625.59,-7180.08,-21.82,38.59,0.92,1.77,1.68,1.21,0.3,0.9,1.64,0,0,2,8,-278.43,1663.21,-3,"""xparam: 75, take_profit: 1.16, stop_loss: 0.98, rsi: 7"""
31,5,26,10000.0,11256.88,0.16,6.25,31,100.0,0.0,0,514.99,1256.88,12.57,1501.86,240.48,40.54,0.41,40.54,108630.96774193548,30h 10m 30.97s,451644.0,125h 27m 24.00s,42666.92307692308,11h 51m 6.92s,7509.28,-6252.4,-21.81,33.13,0.83,1.52,1.51,1.19,0.32,0.75,1.36,0,0,1,8,-267.58,1705.18,-2,"""xparam: 75, take_profit: 1.16, stop_loss: 0.98, rsi: 9"""
24,4,20,10000.0,11654.69,0.17,6.7,24,100.0,0.0,0,401.97,1654.69,16.55,1626.83,242.63,68.95,0.69,68.95,155722.5,43h 15m 22.50s,451155.0,125h 19m 15.00s,96636.0,26h 50m 36.00s,6507.34,-4852.64,-21.7,44.79,0.99,2.06,1.74,1.23,0.49,0.82,1.44,0,0,1,10,-273.61,1738.62,-1,"""xparam: 75, take_profit: 1.16, stop_loss: 0.98, rsi: 10"""
34,12,22,10000.0,8500.21,0.35,1.62,34,100.0,0.0,0,562.11,-1499.79,-15.0,925.62,573.06,-44.11,-0.44,-44.11,196170.0,54h 29m 30.00s,267445.0,74h 17m 25.00s,157292.72727272726,43h 41m 32.73s,11107.43,-12607.22,-40.73,-32.48,-0.3,-0.8,-0.45,0.95,-0.13,-0.27,-0.41,1,588.92,3,8,-684.61,1690.14,1,"""xparam: 75, take_profit: 1.18, stop_loss: 0.95, rsi: 5"""
18,4,14,10000.0,8391.13,0.22,2.71,18,100.0,0.0,0,258.9,-1608.87,-16.09,1371.92,506.9,-89.38,-0.89,-89.38,413900.0,114h 58m 20.00s,795030.0,220h 50m 30.00s,305005.71428571426,84h 43m 25.71s,5487.69,-7096.55,-35.08,-34.56,-0.34,-0.99,-0.5,0.94,-0.2,-0.32,-0.46,1,581.18,1,8,-609.17,1795.85,1,"""xparam: 75, take_profit: 1.18, stop_loss: 0.95, rsi: 10"""
29,10,19,10000.0,8951.03,0.34,1.72,29,100.0,0.0,0,473.75,-1048.97,-10.49,974.54,568.13,-36.17,-0.36,-36.17,204012.41379310345,56h 40m 12.41s,279894.0,77h 44m 54.00s,164074.73684210525,45h 34m 34.74s,9745.43,-10794.4,-37.23,-23.5,-0.14,-0.63,-0.21,0.98,-0.12,-0.13,-0.19,1,619.92,2,7,-678.27,1724.06,1,"""xparam: 75, take_profit: 1.18, stop_loss: 0.95, rsi: 6"""
24,6,18,10000.0,7030.06,0.25,1.92,24,100.0,0.0,0,312.78,-2969.94,-29.7,875.98,456.99,-123.75,-1.24,-123.75,268592.5,74h 36m 32.50s,470090.0,130h 34m 50.00s,201426.66666666666,55h 57m 6.67s,5255.88,-8225.83,-39.47,-57.34,-1.09,-1.45,-1.54,0.83,-0.21,-1.06,-1.49,1,485.6,2,7,-516.78,1514.91,1,"""xparam: 75, take_profit: 1.18, stop_loss: 0.95, rsi: 7"""
27,6,21,10000.0,7470.51,0.22,2.39,27,100.0,0.0,0,365.36,-2529.49,-25.29,910.24,380.52,-93.68,-0.94,-93.68,220215.55555555556,61h 10m 15.56s,470090.0,130h 34m 50.00s,148822.85714285713,41h 20m 22.86s,5461.44,-7990.92,-36.36,-50.58,-0.93,-1.39,-1.38,0.85,-0.21,-0.85,-1.27,1,516.6,2,7,-435.05,1565.79,1,"""xparam: 75, take_profit: 1.18, stop_loss: 0.96, rsi: 7"""
24,6,18,10000.0,7438.5,0.25,2.11,24,100.0,0.0,0,330.56,-2561.5,-25.61,1016.33,481.08,-106.73,-1.07,-106.73,273942.5,76h 5m 42.50s,499860.0,138h 51m 0.00s,198636.66666666666,55h 10m 36.67s,6098.0,-8659.49,-38.53,-51.1,-0.84,-1.33,-1.2,0.87,-0.23,-0.82,-1.18,1,514.02,2,7,-574.95,1527.09,1,"""xparam: 75, take_profit: 1.18, stop_loss: 0.95, rsi: 8"""
35,9,26,10000.0,10137.73,0.26,2.93,35,100.0,0.0,0,649.58,137.73,1.38,1151.67,393.36,3.94,0.04,3.94,133865.14285714287,37h 11m 5.14s,200593.33333333334,55h 43m 13.33s,110766.92307692308,30h 46m 6.92s,10365.05,-10227.32,-32.65,3.36,0.32,0.1,0.54,1.06,0.02,0.28,0.47,0,0,2,8,-471.09,1837.11,-8,"""xparam: 75, take_profit: 1.18, stop_loss: 0.97, rsi: 6"""
41,11,30,10000.0,8908.7,0.27,2.44,41,100.0,0.0,0,679.71,-1091.3,-10.91,858.31,351.09,-26.62,-0.27,-26.62,128088.29268292683,35h 34m 48.29s,191612.72727272726,53h 13m 32.73s,104796.0,29h 6m 36.00s,9441.42,-10532.72,-36.02,-24.37,-0.21,-0.68,-0.35,0.96,-0.1,-0.19,-0.31,1,109.7,3,9,-424.56,1611.01,1,"""xparam: 75, take_profit: 1.18, stop_loss: 0.97, rsi: 5"""
38,12,26,10000.0,9245.79,0.32,2.04,38,100.0,0.0,0,663.22,-754.21,-7.54,995.5,488.47,-19.85,-0.2,-19.85,159833.68421052632,44h 23m 53.68s,242245.0,67h 17m 25.00s,121797.69230769231,33h 49m 57.69s,11945.98,-12700.19,-41.09,-17.27,-0.02,-0.42,-0.03,1.0,-0.05,-0.02,-0.03,1,640.58,3,8,-574.66,1780.59,1,"""xparam: 75, take_profit: 1.18, stop_loss: 0.96, rsi: 5"""
29,6,23,10000.0,7259.12,0.21,2.63,29,100.0,0.0,0,390.96,-2740.88,-27.41,996.45,379.11,-94.51,-0.95,-94.51,206284.1379310345,57h 18m 4.14s,478240.0,132h 50m 40.00s,135339.13043478262,37h 35m 39.13s,5978.69,-8719.57,-38.62,-53.9,-1.02,-1.4,-1.5,0.84,-0.2,-0.97,-1.43,1,501.1,2,7,-438.4,1565.79,1,"""xparam: 75, take_profit: 1.18, stop_loss: 0.96, rsi: 8"""
27,5,22,10000.0,7610.24,0.19,3.16,27,100.0,0.0,0,369.14,-2389.76,-23.9,1221.55,386.25,-88.51,-0.89,-88.51,244622.22222222222,67h 57m 2.22s,700812.0,194h 40m 12.00s,140942.72727272726,39h 9m 2.73s,6107.75,-8497.52,-35.66,-48.32,-0.82,-1.35,-1.22,0.87,-0.21,-0.79,-1.17,1,526.93,1,7,-442.03,1609.71,1,"""xparam: 75, take_profit: 1.18, stop_loss: 0.96, rsi: 9"""
39,7,32,10000.0,9086.81,0.18,4.0,39,100.0,0.0,0,616.07,-913.19,-9.13,910.08,227.62,-23.42,-0.23,-23.42,88878.46153846153,24h 41m 18.46s,212914.2857142857,59h 8m 34.29s,61745.625,17h 9m 5.62s,6370.53,-7283.72,-25.12,-20.66,-0.27,-0.82,-0.44,0.95,-0.14,-0.26,-0.41,0,0,2,10,-255.38,1333.16,-10,"""xparam: 75, take_profit: 1.18, stop_loss: 0.98, rsi: 6"""
23,4,19,10000.0,7865.58,0.17,3.41,23,100.0,0.0,0,323.57,-2134.42,-21.34,1352.85,397.15,-92.8,-0.93,-92.8,298437.39130434784,82h 53m 57.39s,762615.0,211h 50m 15.00s,200715.7894736842,55h 45m 15.79s,5411.39,-7545.81,-36.28,-44.03,-0.63,-1.21,-0.93,0.9,-0.2,-0.61,-0.89,1,545.01,1,10,-460.64,1685.01,1,"""xparam: 75, take_profit: 1.18, stop_loss: 0.96, rsi: 10"""
23,3,20,10000.0,8641.16,0.13,5.28,23,100.0,0.0,0,355.15,-1358.84,-13.59,1731.12,327.61,-59.08,-0.59,-59.08,271147.82608695654,75h 19m 7.83s,786420.0,218h 27m 0.00s,193857.0,53h 50m 57.00s,5193.37,-6552.21,-29.6,-29.74,-0.32,-1.0,-0.49,0.95,-0.21,-0.3,-0.46,0,0,1,11,-384.96,1845.04,-11,"""xparam: 75, take_profit: 1.18, stop_loss: 0.97, rsi: 10"""
46,9,37,10000.0,8140.04,0.2,3.12,46,100.0,0.0,0,663.2,-1859.96,-18.6,650.0,208.38,-40.43,-0.4,-40.43,85437.39130434782,23h 43m 57.39s,199200.0,55h 20m 0.00s,57765.40540540541,16h 2m 45.41s,5850.02,-7709.98,-26.17,-39.19,-0.78,-1.5,-1.23,0.87,-0.21,-0.76,-1.19,1,100.06,2,11,-232.89,1018.95,1,"""xparam: 75, take_profit: 1.18, stop_loss: 0.98, rsi: 5"""
30,3,27,10000.0,8501.36,0.1,6.59,30,100.0,0.0,0,430.36,-1498.64,-14.99,1364.62,207.13,-49.95,-0.5,-49.95,163998.0,45h 33m 18.00s,904640.0,251h 17m 20.00s,81704.44444444444,22h 41m 44.44s,4093.85,-5592.49,-25.13,-32.46,-0.54,-1.29,-0.82,0.91,-0.13,-0.52,-0.78,0,0,1,10,-233.83,1647.36,-10,"""xparam: 75, take_profit: 1.18, stop_loss: 0.98, rsi: 9"""
33,10,23,10000.0,9441.19,0.3,2.18,33,100.0,0.0,0,559.95,-558.81,-5.59,1039.09,476.08,-16.93,-0.17,-16.93,161992.72727272726,44h 59m 52.73s,249654.0,69h 20m 54.00s,123879.13043478261,34h 24m 39.13s,10390.95,-10949.76,-37.12,-12.98,0.04,-0.35,0.06,1.01,-0.05,0.03,0.05,1,653.5,2,7,-559.34,1780.59,1,"""xparam: 75, take_profit: 1.18, stop_loss: 0.96, rsi: 6"""
