Total trades,Total Winning Trades,Total Losing Trades,Starting Balance,Finishing Balance,Win Rate,Ratio Avg Win/Loss,Longs Count,Longs %,Shorts %,Shorts Count,Fee,Net Profit,Net Profit %,Average Win,Average Loss,Expectancy,Expectancy %,Expected Net Profit Every 100 Trades,Avg Holding Time,Avg Winning Holding Time,Avg Losing Holding Time,Gross Profit,Gross Loss,Max Drawdown,Annual Return,Sharpe Ratio,Calmar Ratio,Sortino Ratio,Omega Ratio,Serenity Index,Total Open Trades,Open PL,Winning Streak,Losing Streak,Largest Losing Trade,Largest Winning Trade,Current Streak,Hyperparameters
25,15,10,10000.0,11782.52,0.6,1.1,25,100.0,0.0,0,405.89,1782.52,17.83,301.67,274.25,71.3,0.71,71.3,57h 25m 33.60s,70h 30m 0.00s,37h 48m 54.00s,4525.0,-2742.49,-12.63,48.66,1.54,3.85,2.71,1.37,inf,1,0.0,6,2,-363.84,985.17,-1,"""xparam: 72, take_profit: 1.1, stop_loss: 0.97, rsi: 6"""
25,13,12,10000.0,10664.26,0.52,1.09,25,100.0,0.0,0,391.4,664.26,6.64,334.25,306.75,26.57,0.27,26.57,56h 10m 52.80s,73h 20m 46.15s,37h 35m 10.00s,4345.21,-3680.95,-16.2,16.82,0.68,1.04,1.08,1.15,inf,1,0.0,3,4,-357.69,985.17,-1,"""xparam: 72, take_profit: 1.1, stop_loss: 0.97, rsi: 7"""
17,5,12,10000.0,8953.19,0.29,1.72,17,100.0,0.0,0,242.92,-1046.81,-10.47,524.69,305.85,-61.58,-0.62,-61.58,73h 2m 3.53s,75h 23m 0.00s,72h 3m 20.00s,2623.44,-3670.25,-18.51,-23.45,-0.72,-1.27,-1.11,0.85,-inf,1,66.58,2,6,-328.03,920.33,2,"""xparam: 72, take_profit: 1.1, stop_loss: 0.97, rsi: 10"""
22,10,12,10000.0,11305.29,0.45,1.6,22,100.0,0.0,0,368.44,1305.29,13.05,526.97,330.37,59.33,0.59,59.33,66h 2m 57.27s,100h 12m 18.00s,37h 35m 10.00s,5269.7,-3964.41,-11.74,34.52,1.07,2.94,1.87,1.25,inf,1,0.0,3,4,-374.9,1064.4,-1,"""xparam: 72, take_profit: 1.1, stop_loss: 0.97, rsi: 8"""
20,8,12,10000.0,9641.23,0.4,1.36,20,100.0,0.0,0,297.92,-358.77,-3.59,432.26,318.07,-17.94,-0.18,-17.94,68h 38m 51.00s,99h 32m 30.00s,48h 3m 5.00s,3458.12,-3816.89,-15.71,-8.45,-0.13,-0.54,-0.21,0.97,-inf,1,71.86,2,4,-338.56,956.88,2,"""xparam: 72, take_profit: 1.1, stop_loss: 0.97, rsi: 9"""
31,16,15,10000.0,11479.52,0.52,1.36,31,100.0,0.0,0,500.49,1479.52,14.8,296.77,217.92,47.73,0.48,47.73,41h 26m 38.71s,47h 20m 37.50s,35h 9m 4.00s,4748.3,-3268.78,-11.69,39.59,1.31,3.39,2.25,1.32,inf,1,0.0,3,3,-240.29,985.17,-1,"""xparam: 72, take_profit: 1.1, stop_loss: 0.98, rsi: 6"""
29,12,17,10000.0,10793.59,0.41,1.72,29,100.0,0.0,0,457.44,793.59,7.94,372.08,215.96,27.37,0.27,27.37,43h 18m 20.69s,57h 47m 30.00s,33h 4m 49.41s,4464.9,-3671.32,-13.73,20.27,0.8,1.48,1.29,1.19,inf,1,0.0,3,5,-244.14,985.17,-1,"""xparam: 72, take_profit: 1.1, stop_loss: 0.98, rsi: 7"""
39,22,17,10000.0,11296.95,0.56,1.04,39,100.0,0.0,0,637.62,1296.95,12.97,231.53,223.34,33.26,0.33,33.26,39h 54m 27.69s,48h 15m 0.00s,29h 6m 42.35s,5093.72,-3796.76,-15.34,34.28,1.1,2.24,1.93,1.24,inf,1,0.0,6,3,-250.81,997.46,-1,"""xparam: 72, take_profit: 1.1, stop_loss: 0.98, rsi: 5"""
26,9,17,10000.0,11316.35,0.35,2.52,26,100.0,0.0,0,436.0,1316.35,13.16,582.26,230.82,50.63,0.51,50.63,50h 9m 43.85s,82h 25m 40.00s,33h 4m 49.41s,5240.3,-3923.95,-11.1,34.84,1.13,3.14,1.96,1.27,inf,1,0.0,3,5,-256.49,1063.34,-1,"""xparam: 72, take_profit: 1.1, stop_loss: 0.98, rsi: 8"""
25,7,18,10000.0,9543.24,0.28,2.27,25,100.0,0.0,0,369.49,-456.76,-4.57,486.36,214.52,-18.27,-0.18,-18.27,48h 39m 14.40s,76h 35m 25.71s,37h 47m 23.33s,3404.51,-3861.27,-15.66,-10.69,-0.25,-0.68,-0.39,0.95,-inf,1,71.05,2,7,-228.91,957.01,2,"""xparam: 72, take_profit: 1.1, stop_loss: 0.98, rsi: 9"""
21,5,16,10000.0,9326.38,0.24,2.55,21,100.0,0.0,0,302.25,-673.62,-6.74,533.38,208.78,-32.08,-0.32,-32.08,53h 59m 40.00s,42h 32m 36.00s,57h 34m 22.50s,2666.91,-3340.53,-13.35,-15.51,-0.45,-1.16,-0.72,0.9,-inf,1,69.43,2,6,-220.09,918.73,2,"""xparam: 72, take_profit: 1.1, stop_loss: 0.98, rsi: 10"""
30,20,10,10000.0,11766.21,0.67,0.75,30,100.0,0.0,0,504.34,1766.21,17.66,261.97,347.32,58.87,0.59,58.87,58h 8m 2.00s,61h 37m 6.00s,51h 9m 54.00s,5239.39,-3473.18,-19.24,48.16,1.36,2.5,2.36,1.3,inf,1,0.0,7,2,-623.02,1199.99,-1,"""xparam: 72, take_profit: 1.12, stop_loss: 0.95, rsi: 5"""
22,15,7,10000.0,12003.85,0.68,0.78,22,100.0,0.0,0,371.82,2003.85,20.04,331.01,423.04,91.08,0.91,91.08,69h 44m 46.36s,73h 5m 28.00s,62h 34m 42.86s,4965.14,-2961.29,-13.56,55.5,1.62,4.09,2.89,1.38,inf,1,0.0,6,2,-630.43,1194.7,-1,"""xparam: 72, take_profit: 1.12, stop_loss: 0.95, rsi: 6"""
19,11,8,10000.0,11832.44,0.58,1.03,19,100.0,0.0,0,330.76,1832.44,18.32,562.0,543.7,96.44,0.96,96.44,93h 34m 6.32s,115h 28m 0.00s,63h 27m 30.00s,6182.03,-4349.59,-15.66,50.19,1.27,3.21,2.27,1.3,inf,1,0.0,3,3,-651.21,1316.74,-1,"""xparam: 72, take_profit: 1.12, stop_loss: 0.95, rsi: 8"""
21,13,8,10000.0,10552.89,0.62,0.7,21,100.0,0.0,0,330.8,552.89,5.53,342.03,486.69,26.33,0.26,26.33,76h 57m 14.29s,85h 15m 32.31s,63h 27m 30.00s,4446.45,-3893.55,-19.01,13.89,0.56,0.73,0.88,1.12,inf,1,0.0,4,3,-595.46,1185.21,-1,"""xparam: 72, take_profit: 1.12, stop_loss: 0.95, rsi: 7"""
15,9,6,10000.0,10787.12,0.6,0.83,15,100.0,0.0,0,233.94,787.12,7.87,451.3,545.76,52.47,0.52,52.47,113h 40m 28.00s,118h 13m 40.00s,106h 50m 40.00s,4061.67,-3274.55,-15.72,20.1,0.69,1.28,1.18,1.15,inf,1,80.39,3,3,-577.66,1164.11,3,"""xparam: 72, take_profit: 1.12, stop_loss: 0.95, rsi: 9"""
12,6,6,10000.0,9439.57,0.5,0.82,12,100.0,0.0,0,174.65,-560.43,-5.6,421.65,515.06,-46.7,-0.47,-46.7,119h 25m 35.00s,133h 20m 30.00s,105h 30m 40.00s,2529.92,-3090.35,-15.73,-13.01,-0.26,-0.83,-0.42,0.94,-inf,1,70.24,2,3,-544.58,1120.13,2,"""xparam: 72, take_profit: 1.12, stop_loss: 0.95, rsi: 10"""
30,20,10,10000.0,12396.08,0.67,0.9,30,100.0,0.0,0,518.49,2396.08,23.96,268.86,298.1,79.87,0.8,79.87,57h 45m 6.00s,61h 37m 6.00s,50h 1m 6.00s,5377.1,-2981.02,-15.8,68.07,1.8,4.31,3.39,1.42,inf,1,0.0,7,2,-523.56,1204.35,-1,"""xparam: 72, take_profit: 1.12, stop_loss: 0.96, rsi: 5"""
22,15,7,10000.0,12647.48,0.68,0.97,22,100.0,0.0,0,382.59,2647.48,26.47,339.46,349.19,120.34,1.2,120.34,69h 6m 49.09s,73h 5m 28.00s,60h 35m 25.71s,5091.83,-2444.34,-10.81,76.43,2.1,7.07,4.03,1.53,inf,1,0.0,6,2,-524.76,1233.31,-1,"""xparam: 72, take_profit: 1.12, stop_loss: 0.96, rsi: 6"""
19,11,8,10000.0,12730.88,0.58,1.28,19,100.0,0.0,0,343.77,2730.88,27.31,577.55,452.77,143.73,1.44,143.73,91h 57m 25.26s,115h 28m 0.00s,59h 37m 52.50s,6353.04,-3622.16,-12.97,79.25,1.78,6.11,3.38,1.45,inf,1,0.0,3,3,-546.99,1332.26,-1,"""xparam: 72, take_profit: 1.12, stop_loss: 0.96, rsi: 8"""
21,13,8,10000.0,11351.0,0.62,0.87,21,100.0,0.0,0,344.62,1351.0,13.51,353.3,405.23,64.33,0.64,64.33,75h 29m 45.71s,85h 15m 32.31s,59h 37m 52.50s,4592.86,-3241.86,-15.57,35.84,1.14,2.3,1.87,1.26,inf,1,0.0,4,3,-479.84,1185.21,-1,"""xparam: 72, take_profit: 1.12, stop_loss: 0.96, rsi: 7"""
13,6,7,10000.0,9632.9,0.46,1.02,13,100.0,0.0,0,194.61,-367.1,-3.67,432.76,423.38,-28.24,-0.28,-28.24,109h 23m 46.15s,133h 20m 30.00s,88h 52m 17.14s,2596.55,-2963.65,-15.0,-8.64,-0.12,-0.58,-0.19,0.97,-inf,1,71.66,2,3,-443.27,1130.48,2,"""xparam: 72, take_profit: 1.12, stop_loss: 0.96, rsi: 10"""
16,9,7,10000.0,11009.43,0.56,1.03,16,100.0,0.0,0,256.81,1009.43,10.09,463.16,451.29,63.09,0.63,63.09,105h 53m 3.75s,118h 13m 40.00s,90h 0m 51.43s,4168.43,-3159.0,-13.05,26.17,0.83,2.01,1.47,1.19,inf,1,82.01,3,3,-485.25,1177.05,3,"""xparam: 72, take_profit: 1.12, stop_loss: 0.96, rsi: 9"""
34,21,13,10000.0,11471.27,0.62,0.85,34,100.0,0.0,0,561.41,1471.27,14.71,254.81,298.45,43.27,0.43,43.27,49h 18m 38.82s,58h 48m 22.86s,33h 58m 18.46s,5351.1,-3879.83,-17.7,39.35,1.18,2.22,2.25,1.26,inf,1,0.0,6,2,-374.72,1199.99,-1,"""xparam: 72, take_profit: 1.12, stop_loss: 0.97, rsi: 5"""
25,15,10,10000.0,12213.17,0.6,1.19,25,100.0,0.0,0,416.67,2213.17,22.13,334.57,280.54,88.53,0.89,88.53,57h 29m 0.00s,70h 35m 44.00s,37h 48m 54.00s,5018.57,-2805.4,-12.63,62.14,1.75,4.92,3.29,1.45,inf,1,0.0,6,2,-376.54,1185.21,-1,"""xparam: 72, take_profit: 1.12, stop_loss: 0.97, rsi: 6"""
25,13,12,10000.0,11056.02,0.52,1.18,25,100.0,0.0,0,402.44,1056.02,10.56,371.99,314.99,42.24,0.42,42.24,56h 14m 19.20s,73h 27m 23.08s,37h 35m 10.00s,4835.87,-3779.85,-16.2,27.46,0.93,1.7,1.58,1.22,inf,1,0.0,3,4,-364.22,1185.21,-1,"""xparam: 72, take_profit: 1.12, stop_loss: 0.97, rsi: 7"""
22,10,12,10000.0,11930.5,0.45,1.76,22,100.0,0.0,0,383.55,1930.5,19.3,606.22,344.31,87.75,0.88,87.75,66h 16m 2.73s,100h 41m 6.00s,37h 35m 10.00s,6062.24,-4131.75,-11.75,53.21,1.38,4.53,2.62,1.36,inf,1,0.0,3,4,-396.17,1303.81,-1,"""xparam: 72, take_profit: 1.12, stop_loss: 0.97, rsi: 8"""
17,5,12,10000.0,9059.03,0.29,1.79,17,100.0,0.0,0,245.79,-940.97,-9.41,554.34,309.39,-55.35,-0.55,-55.35,73h 55m 28.24s,78h 24m 36.00s,72h 3m 20.00s,2771.7,-3712.66,-18.51,-21.25,-0.59,-1.15,-0.95,0.87,-inf,1,67.4,2,6,-331.78,1107.2,2,"""xparam: 72, take_profit: 1.12, stop_loss: 0.97, rsi: 10"""
31,16,15,10000.0,11901.52,0.52,1.47,31,100.0,0.0,0,514.29,1901.52,19.02,328.53,223.66,61.34,0.61,61.34,41h 29m 25.16s,47h 26m 0.00s,35h 9m 4.00s,5256.5,-3354.97,-11.69,52.32,1.54,4.48,2.81,1.4,inf,1,0.0,3,3,-248.96,1186.46,-1,"""xparam: 72, take_profit: 1.12, stop_loss: 0.98, rsi: 6"""
26,9,17,10000.0,11942.8,0.35,2.79,26,100.0,0.0,0,453.77,1942.8,19.43,670.34,240.6,74.72,0.75,74.72,50h 13m 16.15s,82h 35m 53.33s,33h 4m 49.41s,6033.07,-4090.27,-11.09,53.6,1.44,4.83,2.75,1.39,inf,1,0.0,3,5,-270.4,1305.34,-1,"""xparam: 72, take_profit: 1.12, stop_loss: 0.98, rsi: 8"""
25,7,18,10000.0,9891.06,0.28,2.5,25,100.0,0.0,0,378.6,-108.94,-1.09,549.44,219.72,-4.36,-0.04,-4.36,48h 42m 2.40s,76h 45m 25.71s,37h 47m 23.33s,3846.11,-3955.05,-15.49,-2.61,0.07,-0.17,0.12,1.02,inf,1,73.69,2,7,-234.71,1151.33,2,"""xparam: 72, take_profit: 1.12, stop_loss: 0.98, rsi: 9"""
21,5,16,10000.0,9435.26,0.24,2.67,21,100.0,0.0,0,305.91,-564.74,-5.65,563.22,211.3,-26.89,-0.27,-26.89,54h 33m 34.29s,44h 55m 0.00s,57h 34m 22.50s,2816.11,-3380.85,-13.35,-13.11,-0.33,-0.98,-0.54,0.93,-inf,1,70.24,2,6,-224.24,1105.28,2,"""xparam: 72, take_profit: 1.12, stop_loss: 0.98, rsi: 10"""
20,8,12,10000.0,9996.07,0.4,1.5,20,100.0,0.0,0,305.59,-3.93,-0.04,488.2,325.79,-0.2,-0.0,-0.2,68h 52m 9.00s,100h 5m 45.00s,48h 3m 5.00s,3905.59,-3909.52,-15.3,-0.09,0.16,-0.01,0.28,1.04,inf,1,74.5,2,4,-350.97,1151.18,2,"""xparam: 72, take_profit: 1.12, stop_loss: 0.97, rsi: 9"""
29,12,17,10000.0,11187.86,0.41,1.86,29,100.0,0.0,0,470.16,1187.86,11.88,413.36,221.91,40.96,0.41,40.96,43h 21m 18.62s,57h 54m 40.00s,33h 4m 49.41s,4960.36,-3772.5,-13.73,31.17,1.05,2.27,1.82,1.26,inf,1,0.0,3,5,-248.6,1185.21,-1,"""xparam: 72, take_profit: 1.12, stop_loss: 0.98, rsi: 7"""
30,20,10,10000.0,11704.28,0.67,0.75,30,100.0,0.0,0,498.29,1704.28,17.04,255.96,341.5,56.81,0.57,56.81,58h 36m 2.00s,62h 19m 6.00s,51h 9m 54.00s,5119.26,-3414.97,-19.25,46.29,1.32,2.4,2.3,1.29,inf,1,0.0,7,2,-620.05,1320.17,-1,"""xparam: 72, take_profit: 1.14, stop_loss: 0.95, rsi: 5"""
39,22,17,10000.0,11711.84,0.56,1.11,39,100.0,0.0,0,653.48,1711.84,17.12,254.78,229.01,43.89,0.44,43.89,39h 56m 40.00s,48h 18m 54.55s,29h 6m 42.35s,5605.09,-3893.24,-15.33,46.52,1.32,3.03,2.45,1.31,inf,1,0.0,6,3,-260.1,1199.99,-1,"""xparam: 72, take_profit: 1.12, stop_loss: 0.98, rsi: 5"""
22,15,7,10000.0,11945.65,0.68,0.78,22,100.0,0.0,0,367.76,1945.65,19.46,324.03,416.4,88.44,0.88,88.44,70h 22m 57.27s,74h 1m 28.00s,62h 34m 42.86s,4860.44,-2914.79,-13.54,53.69,1.57,3.96,2.82,1.37,inf,1,0.0,6,2,-627.47,1365.3,-1,"""xparam: 72, take_profit: 1.14, stop_loss: 0.95, rsi: 6"""
21,13,8,10000.0,10499.51,0.62,0.7,21,100.0,0.0,0,327.29,499.51,5.0,333.47,479.46,23.79,0.24,23.79,77h 37m 14.29s,86h 20m 9.23s,63h 27m 30.00s,4335.17,-3835.67,-19.02,12.5,0.52,0.66,0.82,1.11,inf,1,0.0,4,3,-582.42,1280.68,-1,"""xparam: 72, take_profit: 1.14, stop_loss: 0.95, rsi: 7"""
19,11,8,10000.0,11811.25,0.58,1.03,19,100.0,0.0,0,329.36,1811.25,18.11,558.62,541.7,95.33,0.95,95.33,94h 19m 6.32s,116h 45m 43.64s,63h 27m 30.00s,6144.84,-4333.59,-15.67,49.54,1.23,3.16,2.27,1.3,inf,1,0.0,3,3,-651.21,1511.76,-1,"""xparam: 72, take_profit: 1.14, stop_loss: 0.95, rsi: 8"""
15,9,6,10000.0,10977.44,0.6,0.86,15,100.0,0.0,0,237.45,977.44,9.77,477.97,554.05,65.16,0.65,65.16,113h 41m 48.00s,118h 15m 53.33s,106h 50m 40.00s,4301.71,-3324.27,-15.72,25.29,0.79,1.61,1.41,1.18,inf,1,81.81,3,3,-588.39,1360.59,3,"""xparam: 72, take_profit: 1.14, stop_loss: 0.95, rsi: 9"""
12,6,6,10000.0,9607.82,0.5,0.87,12,100.0,0.0,0,177.33,-392.18,-3.92,457.28,522.64,-32.68,-0.33,-32.68,119h 27m 15.00s,133h 23m 50.00s,105h 30m 40.00s,2743.66,-3135.83,-15.73,-9.22,-0.11,-0.59,-0.19,0.97,-inf,1,71.46,2,3,-553.28,1309.19,2,"""xparam: 72, take_profit: 1.14, stop_loss: 0.95, rsi: 10"""
22,15,7,10000.0,12583.03,0.68,0.97,22,100.0,0.0,0,378.46,2583.03,25.83,332.66,343.83,117.41,1.17,117.41,69h 45m 0.00s,74h 1m 28.00s,60h 35m 25.71s,4989.85,-2406.83,-10.79,74.26,2.05,6.88,3.95,1.52,inf,1,0.0,6,2,-522.37,1407.62,-1,"""xparam: 72, take_profit: 1.14, stop_loss: 0.96, rsi: 6"""
19,11,8,10000.0,12706.7,0.58,1.27,19,100.0,0.0,0,342.33,2706.7,27.07,574.17,451.15,142.46,1.42,142.46,92h 42m 25.26s,116h 45m 43.64s,59h 37m 52.50s,6315.91,-3609.21,-12.98,78.43,1.72,6.04,3.37,1.45,inf,1,0.0,3,3,-546.99,1526.88,-1,"""xparam: 72, take_profit: 1.14, stop_loss: 0.96, rsi: 8"""
30,20,10,10000.0,12330.79,0.67,0.9,30,100.0,0.0,0,512.25,2330.79,23.31,263.15,293.22,77.69,0.78,77.69,58h 13m 6.00s,62h 19m 6.00s,50h 1m 6.00s,5262.96,-2932.17,-15.8,65.94,1.75,4.17,3.32,1.41,inf,1,0.0,7,2,-521.17,1376.59,-1,"""xparam: 72, take_profit: 1.14, stop_loss: 0.96, rsi: 5"""
16,9,7,10000.0,11207.09,0.56,1.07,16,100.0,0.0,0,260.81,1207.09,12.07,490.57,458.29,75.44,0.75,75.44,105h 54m 18.75s,118h 15m 53.33s,90h 0m 51.43s,4415.12,-3208.04,-13.05,31.71,0.93,2.43,1.71,1.22,inf,1,83.43,3,3,-493.9,1375.71,3,"""xparam: 72, take_profit: 1.14, stop_loss: 0.96, rsi: 9"""
21,13,8,10000.0,11292.71,0.62,0.86,21,100.0,0.0,0,341.0,1292.71,12.93,345.15,399.27,61.56,0.62,61.56,76h 9m 45.71s,86h 20m 9.23s,59h 37m 52.50s,4486.91,-3194.2,-15.57,34.16,1.1,2.19,1.8,1.25,inf,1,0.0,4,3,-474.14,1334.28,-1,"""xparam: 72, take_profit: 1.14, stop_loss: 0.96, rsi: 7"""
34,21,13,10000.0,11412.08,0.62,0.85,34,100.0,0.0,0,553.97,1412.08,14.12,248.79,293.28,41.53,0.42,41.53,50h 6m 40.59s,60h 6m 8.57s,33h 58m 18.46s,5224.67,-3812.59,-17.7,37.61,1.17,2.12,2.16,1.25,inf,1,0.0,6,2,-372.91,1295.0,-1,"""xparam: 72, take_profit: 1.14, stop_loss: 0.97, rsi: 5"""
13,6,7,10000.0,9805.09,0.46,1.09,13,100.0,0.0,0,197.67,-194.91,-1.95,468.92,429.78,-14.99,-0.15,-14.99,109h 25m 18.46s,133h 23m 50.00s,88h 52m 17.14s,2813.54,-3008.45,-15.0,-4.65,0.03,-0.31,0.05,1.01,inf,1,73.08,2,3,-450.86,1321.28,2,"""xparam: 72, take_profit: 1.14, stop_loss: 0.96, rsi: 10"""
25,15,10,10000.0,12152.0,0.6,1.19,25,100.0,0.0,0,411.62,2152.0,21.52,327.16,275.54,86.08,0.86,86.08,58h 34m 19.20s,72h 24m 36.00s,37h 48m 54.00s,4907.35,-2755.35,-12.63,60.18,1.76,4.76,3.19,1.43,inf,1,0.0,6,2,-374.72,1331.13,-1,"""xparam: 72, take_profit: 1.14, stop_loss: 0.97, rsi: 6"""
25,13,12,10000.0,11000.78,0.52,1.17,25,100.0,0.0,0,397.93,1000.78,10.01,363.44,310.33,40.03,0.4,40.03,57h 19m 38.40s,75h 33m 0.00s,37h 35m 10.00s,4724.69,-3723.9,-16.19,25.93,0.92,1.6,1.5,1.21,inf,1,0.0,3,4,-356.24,1306.12,-1,"""xparam: 72, take_profit: 1.14, stop_loss: 0.97, rsi: 7"""
20,8,12,10000.0,9996.49,0.4,1.5,20,100.0,0.0,0,306.91,-3.51,-0.04,491.09,327.68,-0.18,-0.0,-0.18,69h 27m 0.00s,101h 32m 52.50s,48h 3m 5.00s,3928.69,-3932.2,-15.67,-0.08,0.16,-0.01,0.29,1.04,inf,1,74.5,2,4,-350.97,1345.47,2,"""xparam: 72, take_profit: 1.14, stop_loss: 0.97, rsi: 9"""
17,5,12,10000.0,9219.03,0.29,1.9,17,100.0,0.0,0,249.53,-780.97,-7.81,597.47,314.03,-45.94,-0.46,-45.94,73h 56m 38.82s,78h 28m 36.00s,72h 3m 20.00s,2987.35,-3768.32,-18.52,-17.84,-0.42,-0.96,-0.71,0.9,-inf,1,68.61,2,6,-337.4,1294.07,2,"""xparam: 72, take_profit: 1.14, stop_loss: 0.97, rsi: 10"""
31,16,15,10000.0,11842.47,0.52,1.46,31,100.0,0.0,0,508.16,1842.47,18.42,321.73,220.35,59.43,0.59,59.43,42h 22m 5.81s,49h 8m 3.75s,35h 9m 4.00s,5147.72,-3305.25,-11.68,50.5,1.54,4.32,2.72,1.38,inf,1,0.0,3,3,-247.72,1356.14,-1,"""xparam: 72, take_profit: 1.14, stop_loss: 0.98, rsi: 6"""
39,22,17,10000.0,11650.46,0.56,1.11,39,100.0,0.0,0,644.81,1650.46,16.5,249.16,225.35,42.32,0.42,42.32,40h 38m 32.31s,49h 33m 8.18s,29h 6m 42.35s,5481.45,-3830.99,-15.34,44.67,1.32,2.91,2.36,1.29,inf,1,0.0,6,3,-258.24,1345.02,-1,"""xparam: 72, take_profit: 1.14, stop_loss: 0.98, rsi: 5"""
29,12,17,10000.0,11132.55,0.41,1.85,29,100.0,0.0,0,464.76,1132.55,11.33,404.4,218.84,39.05,0.39,39.05,44h 17m 37.24s,60h 10m 45.00s,33h 4m 49.41s,4852.85,-3720.3,-13.72,29.61,1.04,2.16,1.73,1.25,inf,1,0.0,3,5,-243.15,1345.02,-1,"""xparam: 72, take_profit: 1.14, stop_loss: 0.98, rsi: 7"""
22,10,12,10000.0,11703.47,0.45,1.7,22,100.0,0.0,0,378.11,1703.47,17.03,578.12,339.81,77.43,0.77,77.43,67h 25m 40.91s,103h 14m 18.00s,37h 35m 10.00s,5781.18,-4077.71,-11.75,46.26,1.23,3.94,2.38,1.32,inf,1,0.0,3,4,-388.19,1493.62,-1,"""xparam: 72, take_profit: 1.14, stop_loss: 0.97, rsi: 8"""
26,9,17,10000.0,11713.45,0.35,2.69,26,100.0,0.0,0,447.34,1713.45,17.13,638.64,237.31,65.9,0.66,65.9,51h 19m 46.15s,85h 48m 0.00s,33h 4m 49.41s,5747.75,-4034.31,-11.09,46.56,1.29,4.2,2.48,1.34,inf,1,0.0,3,5,-264.96,1492.17,-1,"""xparam: 72, take_profit: 1.14, stop_loss: 0.98, rsi: 8"""
21,5,16,10000.0,9603.25,0.24,2.83,21,100.0,0.0,0,310.5,-396.75,-3.97,606.73,214.4,-18.89,-0.19,-18.89,54h 43m 54.29s,45h 38m 24.00s,57h 34m 22.50s,3033.67,-3430.42,-13.36,-9.32,-0.16,-0.7,-0.28,0.96,-inf,1,71.46,2,6,-228.39,1291.82,2,"""xparam: 72, take_profit: 1.14, stop_loss: 0.98, rsi: 10"""
25,7,18,10000.0,9891.61,0.28,2.5,25,100.0,0.0,0,380.47,-108.39,-1.08,552.86,221.02,-4.34,-0.04,-4.34,49h 17m 48.00s,78h 53m 8.57s,37h 47m 23.33s,3870.02,-3978.41,-15.63,-2.6,0.08,-0.17,0.13,1.02,inf,1,73.69,2,7,-237.74,1345.65,2,"""xparam: 72, take_profit: 1.14, stop_loss: 0.98, rsi: 9"""
30,20,10,10000.0,11909.3,0.67,0.78,30,100.0,0.0,0,502.33,1909.3,19.09,267.14,343.34,63.64,0.64,63.64,58h 37m 22.00s,62h 21m 6.00s,51h 9m 54.00s,5342.72,-3433.42,-19.25,52.56,1.42,2.73,2.53,1.32,inf,1,0.0,7,2,-630.43,1510.81,-1,"""xparam: 72, take_profit: 1.16, stop_loss: 0.95, rsi: 5"""
15,9,6,10000.0,10367.13,0.6,0.74,15,100.0,0.0,0,226.22,367.13,3.67,392.71,527.88,24.48,0.24,24.48,115h 16m 16.00s,120h 53m 20.00s,106h 50m 40.00s,3534.39,-3167.26,-19.02,9.11,0.41,0.48,0.7,1.09,inf,1,77.14,3,3,-554.68,745.32,3,"""xparam: 72, take_profit: 1.16, stop_loss: 0.95, rsi: 9"""
21,13,8,10000.0,10683.4,0.62,0.72,21,100.0,0.0,0,330.63,683.4,6.83,349.81,483.01,32.54,0.33,32.54,77h 39m 8.57s,86h 23m 13.85s,63h 27m 30.00s,4547.49,-3864.08,-19.02,17.33,0.65,0.91,1.03,1.14,inf,1,0.0,4,3,-582.42,1465.62,-1,"""xparam: 72, take_profit: 1.16, stop_loss: 0.95, rsi: 7"""
19,11,8,10000.0,11154.87,0.58,0.93,19,100.0,0.0,0,315.11,1154.87,11.55,479.95,515.57,60.78,0.61,60.78,95h 33m 41.05s,118h 54m 32.73s,63h 27m 30.00s,5279.44,-4124.57,-19.03,30.24,0.87,1.59,1.52,1.2,inf,1,0.0,3,3,-614.44,982.82,-1,"""xparam: 72, take_profit: 1.16, stop_loss: 0.95, rsi: 8"""
22,15,7,10000.0,12804.78,0.68,1.01,22,100.0,0.0,0,382.52,2804.78,28.05,348.65,346.42,127.49,1.27,127.49,69h 46m 49.09s,74h 4m 8.00s,60h 35m 25.71s,5229.69,-2424.91,-10.79,81.78,2.14,7.58,4.24,1.56,inf,1,0.0,6,2,-531.93,1610.89,-1,"""xparam: 72, take_profit: 1.16, stop_loss: 0.96, rsi: 6"""
12,6,6,10000.0,9071.71,0.5,0.69,12,100.0,0.0,0,168.76,-928.29,-9.28,343.86,498.58,-77.36,-0.77,-77.36,121h 25m 20.00s,137h 20m 0.00s,105h 30m 40.00s,2063.18,-2991.46,-19.03,-20.98,-0.5,-1.1,-0.8,0.89,-inf,1,67.6,2,3,-523.44,716.72,2,"""xparam: 72, take_profit: 1.16, stop_loss: 0.95, rsi: 10"""
30,20,10,10000.0,12549.02,0.67,0.93,30,100.0,0.0,0,516.67,2549.02,25.49,274.94,294.98,84.97,0.85,84.97,58h 14m 26.00s,62h 21m 6.00s,50h 1m 6.00s,5498.84,-2949.82,-15.8,73.13,1.85,4.63,3.58,1.44,inf,1,0.0,7,2,-530.73,1575.38,-1,"""xparam: 72, take_profit: 1.16, stop_loss: 0.96, rsi: 5"""
